conversation_id,turn_no,speaker,utterance,intent,price,background_data,items,negotiation_strategy_label
0,1,0,"Hello, I'm interested in a refrigerator, I need to store a lot of food and I've seen that the refrigerator you have listed has a 28 cu. ft. capacity, does it have ice maker, adjustable shelves, and a temperature controlled drawer?",Greet-Ask,53300,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ","refrigerator, (Stand,)",active_listening
0,1,1,"Hello, the refrigerator is being sold for $68000.0 It has a 28 cu. ft. capacity, it has adjustable shelves and a temperature-controlled drawer.",Greet-Inform,68000,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ","refrigerator, (Stand,)",leverage_information
0,2,0,I am on a tight budget. Can you sell me the refrigerator for $52600.0,Negotiate-Remove-X_Negotiate-Price-Decrease,52600,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ",refrigerator,no_strategy
0,2,1,"Certainly! I can remove the freezer from the refrigerator and sell the unit for $52600.0, however, $52600.0 is too less. How about $67300.0",Negotiate-Price-Remove-X,67300,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ",refrigerator,expanding_the_pie
0,3,0,I do not want to have the refrigerator delivered to my home. It's too big for my apartment. ,Negotiate-Remove-delivery,52100,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ",refrigerator,no_strategy
0,3,1,"You don't want the refrigerator delivered to your apartment, I get it. The package will be deliver to your home only be $66800.0 it is a killer deal for the product.",Negotiate-Remove-delivery,66800,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ",refrigerator,no_strategy
0,4,0,"$66800.0 is the maximum I can go, I will not be able to afford $52100.0",Negotiate-Price-NoChange,52100,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ",refrigerator,no_strategy
0,4,1,"I'm sorry, but we cannot go as low as $52100.0 However, I will be willing to meet you in the middle at $61000.0",Negotiate-Price-Increase,61000,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ",refrigerator,gradual_concession_making
0,5,0,How large is the ice maker in this refrigerator?,Ask_Clarification-Y,NA',"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ",refrigerator,no_strategy
0,5,1,The ice maker in this refrigerator is 12.5 cu. ft.,Provide_Clarification-Y,NA',"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ",refrigerator,no_strategy
0,6,0,What will be the price of this refrigerator if I buy it along with the Stand?,Negotiate-Add-X,52700,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ","refrigerator, (Stand,)",no_strategy
0,6,1,Well if you buy it along with the stand it would cost you $61600.0 how does that sound?,tell_price,61600,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ","refrigerator, (Stand,)",expanding_the_pie
0,7,0,"I'm sorry, but the refrigerator alone is way out of my price range. ",Negotiate-Price-Decrease,53800,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ","refrigerator, (Stand,)",no_strategy
0,7,1,"I understand your budget constraints, but I'm sorry I cannot reduce the price of the refrigerator. It is a high-end refrigerator with a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food. It is also one of the latest models from Samsung, which adds to its value. I'm sure that it will be worth the investment even for $61600.0",Negotiate-Price-NoChange,61600,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ","refrigerator, (Stand,)",leverage_information
0,8,0,"$53800.0 is way out of my budget, I cannot afford it.",Negotiate-Price-NoChange,53800,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ","refrigerator, (Stand,)",no_strategy
0,8,1,"I understand your budget constraints, but I'm sorry I cannot reduce the price of the Samsung refrigerator since it has a massive 28 cu. ft. capacity. It has a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food. It is also one of the latest models from Samsung, which adds to its value. I'm sure that it will be worth the investment even for $61600.0",Negotiate-Price-NoChange,61600,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ","refrigerator, (Stand,)",leverage_information
0,9,0,"I appreciate your offer, but my budget is limited to $55100.0 and I cannot go above that amount. I am sorry that I cannot accept your offer. Thank you for your interest.",Reject,55100,"A refrigerator called Samsung 28 cu. ft. 4-Door French Door Refrigerator. This refrigerator boasts a massive 28 cu. ft. capacity and features a built-in ice maker, adjustable shelves, and a temperature-controlled drawer that can be customized for different types of food., (A Stand called Heavy Duty Refrigerator Stand. This stand is made of sturdy steel and can support up to 800 pounds. It is adjustable in size and can fit most refrigerators. It also has four locking wheels for easy mobility.,), ","refrigerator, (Stand,)",no_strategy
1,1,0,"What would be the total cost for the refrigerator, water dispenser, and extension cords altogether?",Ask_Price,17500,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ","refrigerator, (Extension cords,)",active_listening
1,1,1,"The total cost of the refrigerator, water dispenser, and extension cords altogether would be $23900.0 how does that sound?",Ask_Price,23900,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ","refrigerator, (Extension cords,)",no_strategy
1,2,0,"I do not need the extension cords, is it possible to remove them from the package?",Negotiate-Remove-X,16200,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,active_listening
1,2,1,"Sure, the extension cords are included in the package, so you can remove them.",tell_price,22600,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
1,3,0,"Hey, I don't need the delivery of the refrigerator to my home. What would be the new price for the deal?",Negotiate-Remove-delivery,15700,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
1,3,1,"I can certainly deliver the refrigerator to your home, but you will have to pay for delivery. You would have to pay $22100.0 to have me deliver.",Negotiate-Remove-delivery,22100,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
1,4,0,"$15700.0 is beyond my budget, I cannot afford it.",Negotiate-Price-NoChange,15700,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
1,4,1,"I understand your budget constraints, but I'm sorry I cannot reduce the price of the KitchenAid 23.8 cu. ft. French Door Refrigerator. It has a built-in ice maker and an exterior water dispenser, making it perfect for large families. It also has a 23.8 cu. ft. capacity, which is great for storing food and beverages. I'm sure that you would be pleased with it even for $22100.0",Negotiate-Price-NoChange,22100,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,leverage_information
1,5,0,"I understand your budget constraints, but I'm sorry I cannot reduce the price of the KitchenAid 23.8 cu. ft. French Door Refrigerator. It has a built-in ice maker and an exterior water dispenser, making it perfect for large families. It also has a 23.8 cu. ft. capacity, which is great for storing food and beverages. I'm sure that you would be pleased with it even for $16900.0",Negotiate-Price-Decrease,16900,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
1,5,1,"I understand your budget constraints, but I'm sorry I cannot reduce the price of the KitchenAid 23.8 cu. ft. French Door Refrigerator. It has a built-in ice maker and an exterior water dispenser, making it perfect for large families. It also has a 23.8 cu. ft. capacity, which is great for storing food and beverages. I'm sure that you would be pleased with it even for $22100.0",Negotiate-Price-NoChange,22100,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,leverage_information
1,6,0,I'm sorry I cannot spend that much money on a refrigerator. Is there any other option?,Negotiate-Price-Decrease,17800,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,active_listening
1,6,1,"I understand your budget constraint, but I'm sorry I cannot reduce the price of the KitchenAid 23.8 cu. ft. French Door Refrigerator. It is perfect for large families and has a built-in ice maker and an exterior water dispenser. I'm sure that it will be worth the investment even for $22100.0",Negotiate-Price-NoChange,22100,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
1,7,0,"$22100.0 seems out of my budget for this product, I can only go up to $17800.0",Negotiate-Price-NoChange,17800,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
1,7,1,"I understand that you're looking for a refrigerator that will fit your budget. Unfortunately, I cannot go any lower than $19600.0 However, I'm willing to sell it to you for $17800 Is that okay?",Negotiate-Price-Increase,19600,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,expanding_the_pie
1,8,0,There is a limit as to how much power this 3-pronged male extension cord is capable of carrying?,Ask_Clarification-Y,NA',"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
1,8,1,This is an extension cord with a maximum power rating of 13A. It has a 3-pronged plug and can handle up to 125V of electricity.,Provide_Clarification-Y,NA',"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
1,9,0,"What would be the price for the KitchenAid Refrigerator, the Extension Cord and the Extension Cord?",Ask_Price,17800,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
1,9,1,For the whole package I would charge you $19600.0 it is too late for me to sell you the fridge and the extension cord separately so the price is the same. How does that sound?,Ask_Price,19600,"A refrigerator called KitchenAid 23.8 cu. ft. French Door Refrigerator. With its 23.8 cu. ft. capacity, this refrigerator is perfect for large families. It also features a built-in ice maker and an exterior water dispenser., (A Extension cords called AmazonBasics Indoor 3 Prong Extension Cord . This extension cord is 6 feet long and has a 3-pronged plug. It is designed for indoor use and can handle up to 13 Amps of electrical current. The cord is made of durable PVC and has a maximum voltage rating of 125V.,), ",refrigerator,no_strategy
